"Пост коды","Күні","Мағынасы"
"13221","2009-07-04","0.16"
"13221","2009-07-05","0.16"
"13221","2009-07-06","0.16"
"13221","2009-07-07","0.16"
"13221","2009-07-08","0.15"
"13221","2009-07-09","0.15"
"13221","2009-07-10","0.15"
"13221","2009-07-11","0.15"
"13221","2009-07-12","0.16"
"13221","2009-07-13","0.16"
"13221","2009-07-14","0.16"
"13221","2009-07-15","0.15"
"13221","2009-07-16","0.15"
"13221","2009-07-17","0.15"
"13221","2009-07-18","0.13"
"13221","2009-07-19","0.1"
"13221","2009-07-20","0.073"
"13221","2009-07-21","0.073"
"13221","2009-07-22","0.073"
"13221","2009-07-23","0.072"
"13221","2009-07-24","0.072"
"13221","2009-07-25","0.072"
"13221","2009-07-26","0.072"
"13221","2009-07-27","0.071"
"13221","2009-07-28","0.071"
"13221","2009-07-29","0.071"
"13221","2009-07-30","0.07"
"13221","2009-07-31","0.07"
"13221","2009-08-01","0.071"
"13221","2009-08-02","0.072"
"13221","2009-08-03","0.073"
"13221","2009-08-04","0.074"
"13221","2009-08-05","0.076"
"13221","2009-08-06","0.077"
"13221","2009-08-07","0.078"
"13221","2009-08-08","0.079"
"13221","2009-08-09","0.08"
"13221","2009-08-10","0.081"
"13221","2009-08-11","0.079"
"13221","2009-08-12","0.076"
"13221","2009-08-13","0.074"
"13221","2009-08-14","0.071"
"13221","2009-08-15","0.069"
"13221","2009-08-16","0.067"
"13221","2009-08-17","0.064"
"13221","2009-08-18","0.062"
"13221","2009-08-19","0.059"
"13221","2009-08-20","0.057"
"13221","2009-08-21","0.059"
"13221","2009-08-22","0.062"
"13221","2009-08-23","0.064"
"13221","2009-08-24","0.067"
"13221","2009-08-25","0.069"
"13221","2009-08-26","0.072"
"13221","2009-08-27","0.074"
"13221","2009-08-28","0.077"
"13221","2009-08-29","0.079"
"13221","2009-08-30","0.082"
"13221","2009-08-31","0.084"
"13221","2009-09-01","0.083"
"13221","2009-09-02","0.081"
"13221","2009-09-03","0.08"
"13221","2009-09-04","0.078"
"13221","2009-09-05","0.077"
"13221","2009-09-06","0.075"
"13221","2009-09-07","0.074"
"13221","2009-09-08","0.072"
"13221","2009-09-09","0.071"
"13221","2009-09-10","0.069"
"13221","2009-09-11","0.068"
"13221","2009-09-12","0.066"
"13221","2009-09-13","0.065"
"13221","2009-09-14","0.064"
"13221","2009-09-15","0.063"
"13221","2009-09-16","0.061"
"13221","2009-09-17","0.06"
"13221","2009-09-18","0.059"
"13221","2009-09-19","0.057"
"13221","2009-09-20","0.056"
"13221","2009-09-21","0.057"
"13221","2009-09-22","0.059"
"13221","2009-09-23","0.06"
"13221","2009-09-24","0.062"
"13221","2009-09-25","0.063"
"13221","2009-09-26","0.064"
"13221","2009-09-27","0.066"
"13221","2009-09-28","0.067"
"13221","2009-09-29","0.069"
"13221","2009-09-30","0.07"
"13221","2009-10-01","0.069"
"13221","2009-10-02","0.068"
"13221","2009-10-03","0.068"
"13221","2009-10-04","0.067"
"13221","2009-10-05","0.066"
"13221","2009-10-06","0.065"
"13221","2009-10-07","0.064"
"13221","2009-10-08","0.064"
"13221","2009-10-09","0.063"
"13221","2009-10-10","0.062"
"13221","2009-10-11","0.065"
"13221","2009-10-12","0.068"
"13221","2009-10-13","0.071"
"13221","2009-10-14","0.074"
"13221","2009-10-15","0.077"
"13221","2009-10-16","0.08"
"13221","2009-10-17","0.083"
"13221","2009-10-18","0.086"
"13221","2009-10-19","0.089"
"13221","2009-10-20","0.092"
"13221","2009-10-21","0.093"
"13221","2009-10-22","0.093"
"13221","2009-10-23","0.094"
"13221","2009-10-24","0.095"
"13221","2009-10-25","0.096"
"13221","2009-10-26","0.096"
"13221","2009-10-27","0.097"
"13221","2009-10-28","0.098"
"13221","2009-10-29","0.098"
"13221","2009-10-30","0.099"
"13221","2009-10-31","0.1"
"13221","2009-11-01","0.095"
"13221","2009-11-02","0.092"
"13221","2009-11-03","0.086"
"13221","2009-11-04","0.081"
"13221","2009-11-05","0.076"
"13221","2009-11-06","0.071"
"13221","2009-11-07","0.066"
"13221","2009-11-08","0.062"
"13221","2009-11-09","0.057"
"13221","2009-11-10","0.052"
"13221","2009-11-11","0.054"
"13221","2009-11-12","0.055"
"13221","2009-11-13","0.057"
"13221","2009-11-14","0.058"
"13221","2009-11-15","0.06"
"13221","2009-11-16","0.061"
"13221","2009-11-17","0.063"
"13221","2009-11-18","0.064"
"13221","2009-11-19","0.066"
"13221","2009-11-20","0.067"
"13221","2009-11-21","0.062"
"13221","2009-11-22","0.058"
"13221","2009-11-23","0.053"
"13221","2009-11-24","0.049"
"13221","2009-11-25","0.044"
"13221","2009-11-26","0.039"
"13221","2009-11-27","0.035"
"13221","2009-11-28","0.03"
"13221","2009-11-29","0.056"
"13221","2009-11-30","0.021"
"13221","2009-12-01","нб"
"13221","2009-12-02","нб"
"13221","2009-12-03","нб"
"13221","2009-12-04","нб"
"13221","2009-12-05","нб"
"13221","2009-12-06","нб"
"13221","2009-12-07","нб"
"13221","2009-12-08","нб"
"13221","2009-12-09","нб"
"13221","2009-12-10","нб"
"13221","2009-12-11","нб"
"13221","2009-12-12","нб"
"13221","2009-12-13","нб"
"13221","2009-12-14","нб"
"13221","2009-12-15","нб"
"13221","2009-12-16","нб"
"13221","2009-12-17","нб"
"13221","2009-12-18","нб"
"13221","2009-12-19","нб"
"13221","2009-12-20","нб"
"13221","2009-12-21","нб"
"13221","2009-12-22","нб"
"13221","2009-12-23","нб"
"13221","2009-12-24","нб"
"13221","2009-12-25","нб"
"13221","2009-12-26","нб"
"13221","2009-12-27","нб"
"13221","2009-12-28","нб"
"13221","2009-12-29","нб"
"13221","2009-12-30","нб"
"13221","2009-12-31","нб"
"13221","2010-01-01","нб"
"13221","2010-01-02","нб"
"13221","2010-01-03","нб"
"13221","2010-01-04","нб"
"13221","2010-01-05","нб"
"13221","2010-01-06","нб"
"13221","2010-01-07","нб"
"13221","2010-01-08","нб"
"13221","2010-01-09","нб"
"13221","2010-01-10","нб"
"13221","2010-01-11","нб"
"13221","2010-01-12","нб"
"13221","2010-01-13","нб"
"13221","2010-01-14","нб"
"13221","2010-01-15","нб"
"13221","2010-01-16","нб"
"13221","2010-01-17","нб"
"13221","2010-01-18","нб"
"13221","2010-01-19","нб"
"13221","2010-01-20","нб"
"13221","2010-01-21","нб"
"13221","2010-01-22","нб"
"13221","2010-01-23","нб"
"13221","2010-01-24","нб"
"13221","2010-01-25","нб"
"13221","2010-01-26","нб"
"13221","2010-01-27","нб"
"13221","2010-01-28","нб"
"13221","2010-01-29","нб"
"13221","2010-01-30","нб"
"13221","2010-01-31","нб"
"13221","2010-02-01","нб"
"13221","2010-02-02","нб"
"13221","2010-02-03","нб"
"13221","2010-02-04","нб"
"13221","2010-02-05","нб"
"13221","2010-02-06","нб"
"13221","2010-02-07","нб"
"13221","2010-02-08","нб"
"13221","2010-02-09","нб"
"13221","2010-02-10","нб"
"13221","2010-02-11","нб"
"13221","2010-02-12","нб"
"13221","2010-02-13","нб"
"13221","2010-02-14","нб"
"13221","2010-02-15","нб"
"13221","2010-02-16","нб"
"13221","2010-02-17","нб"
"13221","2010-02-18","нб"
"13221","2010-02-19","нб"
"13221","2010-02-20","нб"
"13221","2010-02-21","нб"
"13221","2010-02-22","нб"
"13221","2010-02-23","нб"
"13221","2010-02-24","нб"
"13221","2010-02-25","нб"
"13221","2010-02-26","нб"
"13221","2010-02-27","нб"
"13221","2010-02-28","нб"
"13221","2010-03-01","нб"
"13221","2010-03-02","нб"
"13221","2010-03-03","нб"
"13221","2010-03-04","нб"
"13221","2010-03-05","нб"
"13221","2010-03-06","нб"
"13221","2010-03-07","нб"
"13221","2010-03-08","нб"
"13221","2010-03-09","нб"
"13221","2010-03-10","нб"
"13221","2010-03-11","нб"
"13221","2010-03-12","нб"
"13221","2010-03-13","нб"
"13221","2010-03-14","нб"
"13221","2010-03-15","нб"
"13221","2010-03-16","нб"
"13221","2010-03-17","нб"
"13221","2010-03-18","нб"
"13221","2010-03-19","нб"
"13221","2010-03-20","нб"
"13221","2010-03-21","нб"
"13221","2010-03-22","нб"
"13221","2010-03-23","нб"
"13221","2010-03-24","нб"
"13221","2010-03-25","16.4"
"13221","2010-03-26","81.9"
"13221","2010-03-27","81.9"
"13221","2010-03-28","65.6"
"13221","2010-03-29","50.2"
"13221","2010-03-30","44.5"
"13221","2010-03-31","49.3"
"13221","2010-04-01","44.5"
"13221","2010-04-02","41.5"
"13221","2010-04-03","39.4"
"13221","2010-04-04","37.6"
"13221","2010-04-05","35.8"
"13221","2010-04-06","35.8"
"13221","2010-04-07","43"
"13221","2010-04-08","40.4"
"13221","2010-04-09","38.3"
"13221","2010-04-10","34.1"
"13221","2010-04-11","25.3"
"13221","2010-04-12","18.3"
"13221","2010-04-13","15.1"
"13221","2010-04-14","13.6"
"13221","2010-04-15","10.9"
"13221","2010-04-16","9.24"
"13221","2010-04-17","7.98"
"13221","2010-04-18","6.78"
"13221","2010-04-19","5.7"
"13221","2010-04-20","4.7"
"13221","2010-04-21","4.3"
"13221","2010-04-22","3.79"
"13221","2010-04-23","3.62"
"13221","2010-04-24","3.45"
"13221","2010-04-25","3.28"
"13221","2010-04-26","3.11"
"13221","2010-04-27","3.11"
"13221","2010-04-28","2.94"
"13221","2010-04-29","2.94"
"13221","2010-04-30","2.77"
"13221","2010-05-01","2.6"
"13221","2010-05-02","2.6"
"13221","2010-05-03","2.6"
"13221","2010-05-04","2.47"
"13221","2010-05-05","2.47"
"13221","2010-05-06","2.47"
"13221","2010-05-07","2.06"
"13221","2010-05-08","2.06"
"13221","2010-05-09","1.93"
"13221","2010-05-10","1.82"
"13221","2010-05-11","1.71"
"13221","2010-05-12","1.59"
"13221","2010-05-13","1.48"
"13221","2010-05-14","1.37"
"13221","2010-05-15","1.28"
"13221","2010-05-16","1.19"
"13221","2010-05-17","1.09"
"13221","2010-05-18","0.91"
"13221","2010-05-19","0.91"
"13221","2010-05-20","0.91"
"13221","2010-05-21","0.91"
"13221","2010-05-22","0.86"
"13221","2010-05-23","0.75"
"13221","2010-05-24","0.75"
"13221","2010-05-25","0.7"
"13221","2010-05-26","0.65"
"13221","2010-05-27","0.7"
"13221","2010-05-28","0.65"
"13221","2010-05-29","0.65"
"13221","2010-05-30","0.61"
"13221","2010-05-31","0.57"
"13221","2010-06-01","0.54"
"13221","2010-06-02","0.5"
"13221","2010-06-03","0.46"
"13221","2010-06-04","0.46"
"13221","2010-06-05","0.43"
"13221","2010-06-06","0.41"
"13221","2010-06-07","0.38"
"13221","2010-06-08","0.33"
"13221","2010-06-09","0.31"
"13221","2010-06-10","0.28"
"13221","2010-06-11","0.24"
"13221","2010-06-12","0.24"
"13221","2010-06-13","0.23"
"13221","2010-06-14","0.23"
"13221","2010-06-15","0.21"
"13221","2010-06-16","0.21"
"13221","2010-06-17","0.2"
"13221","2010-06-18","0.2"
"13221","2010-06-19","0.2"
"13221","2010-06-20","0.19"
"13221","2010-06-21","0.19"
"13221","2010-06-22","0.19"
"13221","2010-06-23","0.18"
"13221","2010-06-24","0.17"
"13221","2010-06-25","0.15"
"13221","2010-06-26","0.15"
"13221","2010-06-27","0.15"
"13221","2010-06-28","0.14"
"13221","2010-06-29","0.13"
"13221","2010-06-30","0.13"
"13221","2010-07-01","0.13"
"13221","2010-07-02","0.12"
"13221","2010-07-03","0.12"
"13221","2010-07-04","0.12"
"13221","2010-07-05","0.11"
"13221","2010-07-06","0.11"
"13221","2010-07-07","0.11"
"13221","2010-07-08","0.1"
"13221","2010-07-09","0.099"
"13221","2010-07-10","0.095"
"13221","2010-07-11","0.093"
"13221","2010-07-12","0.09"
"13221","2010-07-13","0.088"
"13221","2010-07-14","0.085"
"13221","2010-07-15","0.083"
"13221","2010-07-16","0.081"
"13221","2010-07-17","0.078"
"13221","2010-07-18","0.076"
"13221","2010-07-19","0.073"
"13221","2010-07-20","0.071"
"13221","2010-07-21","0.07"
"13221","2010-07-22","0.069"
"13221","2010-07-23","0.067"
"13221","2010-07-24","0.066"
"13221","2010-07-25","0.065"
"13221","2010-07-26","0.064"
"13221","2010-07-27","0.062"
"13221","2010-07-28","0.061"
"13221","2010-07-29","0.06"
"13221","2010-07-30","0.058"
"13221","2010-07-31","0.057"
"13221","2010-08-01","0.058"
"13221","2010-08-02","0.06"
"13221","2010-08-03","0.061"
"13221","2010-08-04","0.063"
"13221","2010-08-05","0.064"
"13221","2010-08-06","0.065"
"13221","2010-08-07","0.067"
"13221","2010-08-08","0.068"
"13221","2010-08-09","0.07"
"13221","2010-08-10","0.071"
"13221","2010-08-11","0.066"
"13221","2010-08-12","0.062"
"13221","2010-08-13","0.057"
"13221","2010-08-14","0.052"
"13221","2010-08-15","0.048"
"13221","2010-08-16","0.043"
"13221","2010-08-17","0.038"
"13221","2010-08-18","0.033"
"13221","2010-08-19","0.029"
"13221","2010-08-20","0.024"
"13221","2010-08-21","0.024"
"13221","2010-08-22","0.024"
"13221","2010-08-23","0.024"
"13221","2010-08-24","0.024"
"13221","2010-08-25","0.024"
"13221","2010-08-26","0.024"
"13221","2010-08-27","0.024"
"13221","2010-08-28","0.024"
"13221","2010-08-29","0.024"
"13221","2010-08-30","0.024"
"13221","2010-08-31","0.024"
"13221","2010-09-01","0.025"
"13221","2010-09-02","0.026"
"13221","2010-09-03","0.027"
"13221","2010-09-04","0.028"
"13221","2010-09-05","0.029"
"13221","2010-09-06","0.03"
"13221","2010-09-07","0.031"
"13221","2010-09-08","0.032"
"13221","2010-09-09","0.033"
"13221","2010-09-10","0.034"
"13221","2010-09-11","0.035"
"13221","2010-09-12","0.036"
"13221","2010-09-13","0.037"
"13221","2010-09-14","0.038"
"13221","2010-09-15","0.039"
"13221","2010-09-16","0.04"
"13221","2010-09-17","0.041"
"13221","2010-09-18","0.042"
"13221","2010-09-19","0.043"
"13221","2010-09-20","0.044"
"13221","2010-09-21","0.047"
"13221","2010-09-22","0.05"
"13221","2010-09-23","0.054"
"13221","2010-09-24","0.057"
"13221","2010-09-25","0.06"
"13221","2010-09-26","0.063"
"13221","2010-09-27","0.066"
"13221","2010-09-28","0.07"
"13221","2010-09-29","0.073"
"13221","2010-09-30","0.076"
"13221","2010-10-01","0.077"
"13221","2010-10-02","0.078"
"13221","2010-10-03","0.079"
"13221","2010-10-04","0.08"
"13221","2010-10-05","0.081"
"13221","2010-10-06","0.082"
"13221","2010-10-07","0.083"
"13221","2010-10-08","0.084"
"13221","2010-10-09","0.085"
"13221","2010-10-10","0.086"
"13221","2010-10-11","0.084"
"13221","2010-10-12","0.083"
"13221","2010-10-13","0.081"
"13221","2010-10-14","0.079"
"13221","2010-10-15","0.078"
"13221","2010-10-16","0.076"
"13221","2010-10-17","0.074"
"13221","2010-10-18","0.072"
"13221","2010-10-19","0.071"
"13221","2010-10-20","0.069"
"13221","2010-10-21","0.07"
"13221","2010-10-22","0.07"
"13221","2010-10-23","0.071"
"13221","2010-10-24","0.071"
"13221","2010-10-25","0.072"
"13221","2010-10-26","0.072"
"13221","2010-10-27","0.073"
"13221","2010-10-28","0.073"
"13221","2010-10-29","0.074"
"13221","2010-10-30","0.074"
"13221","2010-10-31","0.075"
"13221","2010-11-01","0.073"
"13221","2010-11-02","0.072"
"13221","2010-11-03","0.07"
"13221","2010-11-04","0.068"
"13221","2010-11-05","0.067"
"13221","2010-11-06","0.065"
"13221","2010-11-07","0.063"
"13221","2010-11-08","0.061"
"13221","2010-11-09","0.06"
"13221","2010-11-10","0.058"
"13221","2010-11-11","0.055"
"13221","2010-11-12","0.052"
"13221","2010-11-13","0.048"
"13221","2010-11-14","0.045"
"13221","2010-11-15","0.042"
"13221","2010-11-16","0.039"
"13221","2010-11-17","0.036"
"13221","2010-11-18","0.032"
"13221","2010-11-19","0.029"
"13221","2010-11-20","0.026"
"13221","2010-11-21","0.023"
"13221","2010-11-22","0.02"
"13221","2010-11-23","0.016"
"13221","2010-11-24","0.013"
"13221","2010-11-25","0.01"
"13221","2010-11-26","0.007"
"13221","2010-11-27","0.003"
"13221","2010-11-28","нб"
"13221","2010-11-29","нб"
"13221","2010-11-30","нб"
"13221","2010-12-01","нб"
"13221","2010-12-02","нб"
"13221","2010-12-03","нб"
"13221","2010-12-04","нб"
"13221","2010-12-05","нб"
"13221","2010-12-06","нб"
"13221","2010-12-07","нб"
"13221","2010-12-08","нб"
"13221","2010-12-09","нб"
"13221","2010-12-10","нб"
"13221","2010-12-11","нб"
"13221","2010-12-12","нб"
"13221","2010-12-13","нб"
"13221","2010-12-14","нб"
"13221","2010-12-15","нб"
"13221","2010-12-16","нб"
"13221","2010-12-17","нб"
"13221","2010-12-18","нб"
"13221","2010-12-19","нб"
"13221","2010-12-20","нб"
"13221","2010-12-21","нб"
"13221","2010-12-22","нб"
"13221","2010-12-23","нб"
"13221","2010-12-24","нб"
"13221","2010-12-25","нб"
"13221","2010-12-26","нб"
"13221","2010-12-27","нб"
"13221","2010-12-28","нб"
"13221","2010-12-29","нб"
"13221","2010-12-30","нб"
"13221","2010-12-31","нб"
"13221","2011-01-01","нб"
"13221","2011-01-02","нб"
"13221","2011-01-03","нб"
"13221","2011-01-04","нб"
"13221","2011-01-05","нб"
"13221","2011-01-06","нб"
"13221","2011-01-07","нб"
"13221","2011-01-08","нб"
"13221","2011-01-09","нб"
"13221","2011-01-10","нб"
"13221","2011-01-11","нб"
"13221","2011-01-12","нб"
"13221","2011-01-13","нб"
"13221","2011-01-14","нб"
"13221","2011-01-15","нб"
"13221","2011-01-16","нб"
"13221","2011-01-17","нб"
"13221","2011-01-18","нб"
"13221","2011-01-19","нб"
"13221","2011-01-20","нб"
"13221","2011-01-21","нб"
"13221","2011-01-22","нб"
"13221","2011-01-23","нб"
"13221","2011-01-24","нб"
"13221","2011-01-25","нб"
"13221","2011-01-26","нб"
"13221","2011-01-27","нб"
"13221","2011-01-28","нб"
"13221","2011-01-29","нб"
"13221","2011-01-30","нб"
"13221","2011-01-31","нб"
"13221","2011-02-01","нб"
"13221","2011-02-02","нб"
"13221","2011-02-03","нб"
"13221","2011-02-04","нб"
"13221","2011-02-05","нб"
"13221","2011-02-06","нб"
"13221","2011-02-07","нб"
"13221","2011-02-08","нб"
"13221","2011-02-09","нб"
"13221","2011-02-10","нб"
"13221","2011-02-11","нб"
"13221","2011-02-12","нб"
"13221","2011-02-13","нб"
"13221","2011-02-14","нб"
"13221","2011-02-15","нб"
"13221","2011-02-16","нб"
"13221","2011-02-17","нб"
"13221","2011-02-18","нб"
"13221","2011-02-19","нб"
"13221","2011-02-20","нб"
"13221","2011-02-21","нб"
"13221","2011-02-22","нб"
"13221","2011-02-23","нб"
"13221","2011-02-24","нб"
"13221","2011-02-25","нб"
"13221","2011-02-26","нб"
"13221","2011-02-27","нб"
"13221","2011-02-28","нб"
"13221","2011-03-01","нб"
"13221","2011-03-02","нб"
"13221","2011-03-03","нб"
"13221","2011-03-04","нб"
"13221","2011-03-05","нб"
"13221","2011-03-06","нб"
"13221","2011-03-07","нб"
"13221","2011-03-08","нб"
"13221","2011-03-09","нб"
"13221","2011-03-10","нб"
"13221","2011-03-11","нб"
"13221","2011-03-12","нб"
"13221","2011-03-13","нб"
"13221","2011-03-14","нб"
"13221","2011-03-15","нб"
"13221","2011-03-16","нб"
"13221","2011-03-17","нб"
"13221","2011-03-18","нб"
"13221","2011-03-19","нб"
"13221","2011-03-20","нб"
"13221","2011-03-21","нб"
"13221","2011-03-22","нб"
"13221","2011-03-23","нб"
"13221","2011-03-24","нб"
"13221","2011-03-25","нб"
"13221","2011-03-26","нб"
"13221","2011-03-27","нб"
"13221","2011-03-28","нб"
"13221","2011-03-29","нб"
"13221","2011-03-30","нб"
"13221","2011-03-31","нб"
"13221","2011-04-01","нб"
"13221","2011-04-02","нб"
"13221","2011-04-03","3.73"
"13221","2011-04-04","7.47"
"13221","2011-04-05","11.2"
"13221","2011-04-06","10.8"
"13221","2011-04-07","10.3"
"13221","2011-04-08","10.7"
"13221","2011-04-09","11.1"
"13221","2011-04-10","36.6"
"13221","2011-04-11","48.2"
"13221","2011-04-12","37.2"
"13221","2011-04-13","25.7"
"13221","2011-04-14","21.3"
"13221","2011-04-15","17.9"
"13221","2011-04-16","15.6"
"13221","2011-04-17","12.9"
"13221","2011-04-18","10.8"
"13221","2011-04-19","8.47"
"13221","2011-04-20","7.33"
"13221","2011-04-21","6.47"
"13221","2011-04-22","5.48"
"13221","2011-04-23","4.74"
"13221","2011-04-24","4.03"
"13221","2011-04-25","3.25"
"13221","2011-04-26","3.11"
"13221","2011-04-27","2.85"
"13221","2011-04-28","2.49"
"13221","2011-04-29","2.37"
"13221","2011-04-30","2.14"
"13221","2011-05-01","1.91"
"13221","2011-05-02","1.8"
"13221","2011-05-03","1.7"
"13221","2011-05-04","1.5"
"13221","2011-05-05","1.5"
"13221","2011-05-06","1.3"
"13221","2011-05-07","1.22"
"13221","2011-05-08","1.22"
"13221","2011-05-09","1.15"
"13221","2011-05-10","1"
"13221","2011-05-11","1"
"13221","2011-05-12","0.92"
"13221","2011-05-13","0.87"
"13221","2011-05-14","0.81"
"13221","2011-05-15","0.81"
"13221","2011-05-16","0.76"
"13221","2011-05-17","0.7"
"13221","2011-05-18","0.65"
"13221","2011-05-19","0.57"
"13221","2011-05-20","0.57"
"13221","2011-05-21","0.53"
"13221","2011-05-22","0.53"
"13221","2011-05-23","0.49"
"13221","2011-05-24","0.45"
"13221","2011-05-25","0.42"
"13221","2011-05-26","0.39"
"13221","2011-05-27","0.39"
"13221","2011-05-28","0.37"
"13221","2011-05-29","0.39"
"13221","2011-05-30","0.49"
"13221","2011-05-31","0.53"
"13221","2011-06-01","0.53"
"13221","2011-06-02","0.49"
"13221","2011-06-03","0.53"
"13221","2011-06-04","0.61"
"13221","2011-06-05","0.65"
"13221","2011-06-06","0.65"
"13221","2011-06-07","0.65"
"13221","2011-06-08","0.65"
"13221","2011-06-09","0.57"
"13221","2011-06-10","0.53"
"13221","2011-06-11","0.45"
"13221","2011-06-12","0.39"
"13221","2011-06-13","0.37"
"13221","2011-06-14","0.31"
"13221","2011-06-15","0.29"
"13221","2011-06-16","0.25"
"13221","2011-06-17","0.23"
"13221","2011-06-18","0.21"
"13221","2011-06-19","0.19"
"13221","2011-06-20","0.18"
"13221","2011-06-21","0.16"
"13221","2011-06-22","0.16"
"13221","2011-06-23","0.16"
"13221","2011-06-24","0.15"
"13221","2011-06-25","0.21"
"13221","2011-06-26","0.27"
"13221","2011-06-27","0.27"
"13221","2011-06-28","0.23"
"13221","2011-06-29","0.19"
"13221","2011-06-30","0.16"
"13221","2011-07-01","0.16"
"13221","2011-07-02","0.15"
"13221","2011-07-03","0.15"
"13221","2011-07-04","0.15"
"13221","2011-07-05","0.14"
"13221","2011-07-06","0.14"
"13221","2011-07-07","0.12"
"13221","2011-07-08","0.12"
"13221","2011-07-09","0.11"
"13221","2011-07-10","0.11"
"13221","2011-07-11","0.1"
"13221","2011-07-12","0.1"
"13221","2011-07-13","0.1"
"13221","2011-07-14","0.1"
"13221","2011-07-15","0.1"
"13221","2011-07-16","0.1"
"13221","2011-07-17","0.1"
"13221","2011-07-18","0.1"
"13221","2011-07-19","0.1"
"13221","2011-07-20","0.09"
"13221","2011-07-21","0.09"
"13221","2011-07-22","0.09"
"13221","2011-07-23","0.09"
"13221","2011-07-24","0.08"
"13221","2011-07-25","0.08"
"13221","2011-07-26","0.08"
"13221","2011-07-27","0.08"
"13221","2011-07-28","0.08"
"13221","2011-07-29","0.08"
"13221","2011-07-30","0.08"
"13221","2011-07-31","0.08"
"13221","2011-08-01","0.08"
"13221","2011-08-02","0.08"
"13221","2011-08-03","нб"
"13221","2011-08-04","нб"
"13221","2011-08-05","нб"
"13221","2011-08-06","нб"
"13221","2011-08-07","нб"
"13221","2011-08-08","нб"
"13221","2011-08-09","нб"
"13221","2011-08-10","нб"
"13221","2011-08-11","нб"
"13221","2011-08-12","нб"
"13221","2011-08-13","нб"
"13221","2011-08-14","нб"
"13221","2011-08-15","нб"
"13221","2011-08-16","нб"
"13221","2011-08-17","нб"
"13221","2011-08-18","нб"
"13221","2011-08-19","нб"
"13221","2011-08-20","нб"
"13221","2011-08-21","нб"
"13221","2011-08-22","нб"
"13221","2011-08-23","нб"
"13221","2011-08-24","нб"
"13221","2011-08-25","нб"
"13221","2011-08-26","нб"
"13221","2011-08-27","нб"
"13221","2011-08-28","нб"
"13221","2011-08-29","нб"
"13221","2011-08-30","нб"
"13221","2011-08-31","нб"
"13221","2011-09-01","нб"
"13221","2011-09-02","нб"
"13221","2011-09-03","нб"
"13221","2011-09-04","нб"
"13221","2011-09-05","нб"
"13221","2011-09-06","нб"
"13221","2011-09-07","нб"
"13221","2011-09-08","нб"
"13221","2011-09-09","нб"
"13221","2011-09-10","нб"
"13221","2011-09-11","нб"
"13221","2011-09-12","нб"
"13221","2011-09-13","нб"
"13221","2011-09-14","нб"
"13221","2011-09-15","нб"
"13221","2011-09-16","нб"
"13221","2011-09-17","нб"
"13221","2011-09-18","нб"
"13221","2011-09-19","нб"
"13221","2011-09-20","нб"
"13221","2011-09-21","нб"
"13221","2011-09-22","нб"
"13221","2011-09-23","нб"
"13221","2011-09-24","нб"
"13221","2011-09-25","нб"
"13221","2011-09-26","нб"
"13221","2011-09-27","нб"
"13221","2011-09-28","нб"
"13221","2011-09-29","нб"
"13221","2011-09-30","нб"
"13221","2011-10-01","нб"
"13221","2011-10-02","нб"
"13221","2011-10-03","нб"
"13221","2011-10-04","нб"
"13221","2011-10-05","нб"
"13221","2011-10-06","нб"
"13221","2011-10-07","нб"
"13221","2011-10-08","нб"
"13221","2011-10-09","нб"
"13221","2011-10-10","нб"
"13221","2011-10-11","нб"
"13221","2011-10-12","нб"
"13221","2011-10-13","нб"
"13221","2011-10-14","нб"
"13221","2011-10-15","нб"
"13221","2011-10-16","нб"
"13221","2011-10-17","нб"
"13221","2011-10-18","нб"
"13221","2011-10-19","нб"
"13221","2011-10-20","нб"
"13221","2011-10-21","нб"
"13221","2011-10-22","нб"
"13221","2011-10-23","нб"
"13221","2011-10-24","нб"
"13221","2011-10-25","нб"
"13221","2011-10-26","нб"
"13221","2011-10-27","нб"
"13221","2011-10-28","нб"
"13221","2011-10-29","нб"
"13221","2011-10-30","нб"
"13221","2011-10-31","нб"
"13221","2011-11-01","нб"
"13221","2011-11-02","нб"
"13221","2011-11-03","нб"
"13221","2011-11-04","нб"
"13221","2011-11-05","нб"
"13221","2011-11-06","нб"
"13221","2011-11-07","нб"
"13221","2011-11-08","нб"
"13221","2011-11-09","нб"
"13221","2011-11-10","нб"
"13221","2011-11-11","нб"
"13221","2011-11-12","нб"
"13221","2011-11-13","нб"
"13221","2011-11-14","нб"
"13221","2011-11-15","нб"
"13221","2011-11-16","нб"
"13221","2011-11-17","нб"
"13221","2011-11-18","нб"
"13221","2011-11-19","нб"
"13221","2011-11-20","нб"
"13221","2011-11-21","нб"
"13221","2011-11-22","нб"
"13221","2011-11-23","нб"
"13221","2011-11-24","нб"
"13221","2011-11-25","нб"
"13221","2011-11-26","нб"
"13221","2011-11-27","нб"
"13221","2011-11-28","нб"
"13221","2011-11-29","нб"
"13221","2011-11-30","нб"
"13221","2011-12-01","нб"
"13221","2011-12-02","нб"
"13221","2011-12-03","нб"
"13221","2011-12-04","нб"
"13221","2011-12-05","нб"
"13221","2011-12-06","нб"
"13221","2011-12-07","нб"
"13221","2011-12-08","нб"
"13221","2011-12-09","нб"
"13221","2011-12-10","нб"
"13221","2011-12-11","нб"
"13221","2011-12-12","нб"
"13221","2011-12-13","нб"
"13221","2011-12-14","нб"
"13221","2011-12-15","нб"
"13221","2011-12-16","нб"
"13221","2011-12-17","нб"
